time,zone,alarm_type,event,message
2026-02-24T20:19:27.660087,1,stale,clear,Zone 1: stale data

2026-02-24T20:38:44.991667,1,stale,raise,Zone 1: stale data

2026-02-24T20:38:47.576324,1,stale,clear,Zone 1: stale data

2026-02-24T20:42:11.905272,1,stale,raise,Zone 1: stale data
2026-02-24T20:42:19.729170,1,stale,clear,Zone 1: stale data
2026-02-24T20:42:49.991299,1,stale,raise,Zone 1: stale data

2026-02-24T20:42:52.755298,1,stale,clear,Zone 1: stale data

2026-02-24T20:43:32.732866,1,stale,raise,Zone 1: stale data
2026-02-24T20:43:43.783708,1,stale,clear,Zone 1: stale data
2026-02-24T20:44:17.770996,1,stale,raise,Zone 1: stale data
2026-02-24T20:44:28.828782,1,stale,clear,Zone 1: stale data
2026-02-24T20:49:09.989917,1,stale,raise,Zone 1: stale data

2026-02-24T20:49:12.952842,1,stale,clear,Zone 1: stale data

2026-02-24T20:55:29.988824,1,stale,raise,Zone 1: stale data

2026-02-24T20:55:32.610215,1,stale,clear,Zone 1: stale data

2026-02-24T21:06:14.990469,1,stale,raise,Zone 1: stale data

2026-02-24T21:06:17.621228,1,offline,clear,Zone 1 is offline
2026-02-24T21:06:17.621978,1,stale,clear,Zone 1: stale data
2026-02-24T21:10:19.990586,1,offline,raise,Zone 1 is offline
2026-02-24T21:10:19.991094,1,stale,raise,Zone 1: stale data
2026-02-24T21:10:22.872392,1,stale,clear,Zone 1: stale data

2026-02-24T21:21:04.989745,1,stale,raise,Zone 1: stale data

2026-02-24T21:21:07.505399,1,stale,clear,Zone 1: stale data

2026-02-24T21:25:09.991164,1,stale,raise,Zone 1: stale data

2026-02-24T21:25:12.653980,1,stale,clear,Zone 1: stale data

2026-02-24T21:44:24.988787,1,stale,raise,Zone 1: stale data

2026-02-24T21:44:26.998764,1,stale,clear,Zone 1: stale data

2026-02-24T21:45:39.545732,1,stale,raise,Zone 1: stale data
2026-02-24T21:45:42.484643,1,stale,clear,Zone 1: stale data
2026-02-24T21:45:54.553223,1,stale,raise,Zone 1: stale data
2026-02-24T21:45:59.553101,1,stale,clear,Zone 1: stale data
2026-02-24T21:46:04.560131,1,stale,raise,Zone 1: stale data
2026-02-24T21:46:21.906090,1,stale,clear,Zone 1: stale data
2026-02-24T21:46:34.571642,1,stale,raise,Zone 1: stale data
2026-02-24T21:47:07.548668,1,stale,clear,Zone 1: stale data
2026-02-24T21:48:29.991460,1,stale,raise,Zone 1: stale data

2026-02-24T21:48:32.647510,1,stale,clear,Zone 1: stale data

2026-02-24T22:03:53.927288,1,stale,raise,Zone 1: stale data
2026-02-24T22:03:58.943478,1,stale,clear,Zone 1: stale data
2026-02-24T22:04:13.942944,1,stale,raise,Zone 1: stale data
2026-02-24T22:04:46.911750,1,stale,clear,Zone 1: stale data
2026-02-24T22:04:58.972860,1,stale,raise,Zone 1: stale data
2026-02-24T22:05:26.891748,1,stale,clear,Zone 1: stale data
2026-02-24T22:07:44.988944,1,stale,raise,Zone 1: stale data

2026-02-24T22:07:47.549820,1,stale,clear,Zone 1: stale data

2026-02-24T22:11:49.989406,1,stale,raise,Zone 1: stale data

2026-02-24T22:11:52.685335,1,stale,clear,Zone 1: stale data

2026-02-24T22:18:04.990016,1,stale,raise,Zone 1: stale data

2026-02-24T22:18:07.894432,1,offline,clear,Zone 1 is offline
2026-02-24T22:18:07.894432,1,stale,clear,Zone 1: stale data
2026-02-24T22:32:59.990652,1,stale,raise,Zone 1: stale data

2026-02-24T22:33:02.584343,1,stale,clear,Zone 1: stale data

2026-02-24T22:36:32.541189,1,stale,raise,Zone 1: stale data
2026-02-24T22:36:44.602731,1,stale,clear,Zone 1: stale data
2026-02-24T22:37:17.555143,1,stale,raise,Zone 1: stale data
2026-02-24T22:37:29.590423,1,stale,clear,Zone 1: stale data
2026-02-24T22:47:54.990218,1,stale,raise,Zone 1: stale data

2026-02-24T22:47:57.761393,1,stale,clear,Zone 1: stale data

2026-02-24T23:17:44.521679,1,stale,raise,Zone 1: stale data
2026-02-24T23:18:29.546860,1,stale,clear,Zone 1: stale data
2026-02-24T23:29:03.829141,1,stale,raise,Zone 1: stale data
2026-02-24T23:29:27.785719,1,stale,clear,Zone 1: stale data
2026-02-24T23:29:38.832453,1,stale,raise,Zone 1: stale data
2026-02-24T23:30:11.898740,1,stale,clear,Zone 1: stale data
2026-02-24T23:30:23.837731,1,stale,raise,Zone 1: stale data
2026-02-24T23:30:28.824637,1,stale,clear,Zone 1: stale data
2026-02-24T23:36:34.991583,1,stale,raise,Zone 1: stale data

2026-02-24T23:36:37.860485,1,stale,clear,Zone 1: stale data

2026-02-24T23:42:54.988653,1,stale,raise,Zone 1: stale data

2026-02-24T23:42:57.852833,1,stale,clear,Zone 1: stale data

2026-02-25T08:09:05.121288,1,stale,raise,Zone 1: stale data
2026-02-25T08:09:16.159707,1,stale,clear,Zone 1: stale data
2026-02-25T08:09:54.174517,1,stale,raise,Zone 1: stale data
2026-02-25T08:10:01.154622,1,stale,clear,Zone 1: stale data
2026-02-25T08:50:34.123564,1,offline,raise,Zone 1 is offline
2026-02-25T08:50:37.018970,1,stale,clear,Zone 1: stale data

2026-02-25T08:53:33.626616,1,stale,raise,Zone 1: stale data
2026-02-25T08:53:46.588962,1,stale,clear,Zone 1: stale data
2026-02-25T08:53:58.638371,1,stale,raise,Zone 1: stale data
2026-02-25T08:54:11.606301,1,stale,clear,Zone 1: stale data
2026-02-25T08:54:23.669037,1,stale,raise,Zone 1: stale data
2026-02-25T08:54:33.683354,1,stale,clear,Zone 1: stale data
2026-02-25T09:05:33.031300,1,stale,raise,Zone 1: stale data
2026-02-25T09:05:38.046864,1,stale,clear,Zone 1: stale data
2026-02-25T09:05:53.046888,1,stale,raise,Zone 1: stale data
2026-02-25T09:06:07.009372,1,stale,clear,Zone 1: stale data
2026-02-25T09:06:18.068652,1,stale,raise,Zone 1: stale data
2026-02-25T09:06:31.018534,1,stale,clear,Zone 1: stale data
2026-02-25T09:06:43.066943,1,stale,raise,Zone 1: stale data
2026-02-25T09:06:56.021158,1,stale,clear,Zone 1: stale data
2026-02-25T09:18:21.286069,1,offline,raise,Zone 1 is offline
2026-02-25T09:18:32.795982,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-02-25T09:18:33.308118,1,stale,raise,Zone 1: stale data
2026-02-25T09:18:37.804286,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-02-25T09:18:39.605349,1,stale,clear,Zone 1: stale data
2026-02-25T09:27:17.765981,1,offline,raise,Zone 1 is offline
2026-02-25T09:28:59.288587,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-02-25T09:29:02.109778,1,stale,raise,Zone 1: stale data
2026-02-25T09:29:07.106730,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-02-25T09:29:08.907692,1,stale,clear,Zone 1: stale data
2026-02-25T09:38:15.110778,1,offline,raise,Zone 1 is offline
2026-02-25T09:38:31.616939,1,offline,clear,Zone 1 is offline
2026-02-25T10:11:19.316130,1,stale,raise,Zone 1: stale data
2026-02-25T10:11:41.796098,1,stale,clear,Zone 1: stale data
2026-02-25T10:12:31.378129,1,stale,raise,Zone 1: stale data
2026-02-25T10:12:33.322355,1,stale,clear,Zone 1: stale data
2026-02-25T10:30:29.656027,1,stale,raise,Zone 1: stale data

2026-02-25T10:31:45.028570,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-02-25T10:32:05.869701,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-02-25T10:32:17.995928,1,stale,clear,Zone 1: stale data
2026-02-25T11:13:19.027855,2,invalidSensor,raise,Zone 2: invalid sensor value
2026-02-25T11:13:22.034453,3,invalidSensor,raise,Zone 3: invalid sensor value
2026-02-25T11:13:25.032865,4,invalidSensor,raise,Zone 4: invalid sensor value
2026-02-25T11:13:28.052323,5,invalidSensor,raise,Zone 5: invalid sensor value
2026-02-25T11:13:31.054531,6,invalidSensor,raise,Zone 6: invalid sensor value
2026-02-25T11:13:34.066990,7,invalidSensor,raise,Zone 7: invalid sensor value
2026-02-25T11:13:37.070079,8,invalidSensor,raise,Zone 8: invalid sensor value
2026-02-25T11:13:40.080027,9,offline,raise,Zone 9 is offline
lid sensor value
2026-02-25T11:13:42.403429,10,invalidSensor,raise,Zone 10: invalid sensor value
2026-02-25T11:13:45.080927,11,invalidSensor,raise,Zone 11: invalid sensor value
2026-02-25T11:13:48.084735,12,invalidSensor,raise,Zone 12: invalid sensor value
2026-02-25T11:13:51.084335,13,invalidSensor,raise,Zone 13: invalid sensor value
2026-02-25T11:13:54.083896,14,offline,raise,Zone 14 is offline
lid sensor value
2026-02-25T11:13:57.115745,15,invalidSensor,raise,Zone 15: invalid sensor value
2026-02-25T11:14:00.109533,16,invalidSensor,raise,Zone 16: invalid sensor value
2026-02-25T11:14:03.109180,17,invalidSensor,raise,Zone 17: invalid sensor value
2026-02-25T11:14:06.128033,18,invalidSensor,raise,Zone 18: invalid sensor value
2026-02-25T11:14:08.445937,19,invalidSensor,raise,Zone 19: invalid sensor value
2026-02-25T11:14:11.139696,20,stale,raise,Zone 20: stale data
alid sensor value
2026-02-25T11:17:55.052210,1,stale,raise,Zone 1: stale data
2026-02-25T11:18:22.195668,2,invalidSensor,raise,Zone 2: invalid sensor value
2026-02-25T11:18:25.056509,3,invalidSensor,raise,Zone 3: invalid sensor value
2026-02-25T11:18:28.062665,4,invalidSensor,raise,Zone 4: invalid sensor value
2026-02-25T11:18:31.068633,5,invalidSensor,raise,Zone 5: invalid sensor value
2026-02-25T11:18:34.065187,6,invalidSensor,raise,Zone 6: invalid sensor value
2026-02-25T11:18:37.078343,7,invalidSensor,raise,Zone 7: invalid sensor value
2026-02-25T11:18:40.079624,8,invalidSensor,raise,Zone 8: invalid sensor value
2026-02-25T11:18:43.093942,9,invalidSensor,raise,Zone 9: invalid sensor value
2026-02-25T11:18:46.093589,10,invalidSensor,raise,Zone 10: invalid sensor value
2026-02-25T11:18:48.400863,11,invalidSensor,raise,Zone 11: invalid sensor value
2026-02-25T11:18:51.103768,12,invalidSensor,raise,Zone 12: invalid sensor value
2026-02-25T11:18:54.115239,13,offline,raise,Zone 13 is offline
lid sensor value
2026-02-25T11:18:57.114092,14,invalidSensor,raise,Zone 14: invalid sensor value
2026-02-25T11:19:00.126393,15,invalidSensor,raise,Zone 15: invalid sensor value
2026-02-25T11:19:03.141353,16,invalidSensor,raise,Zone 16: invalid sensor value
2026-02-25T11:19:06.143759,17,invalidSensor,raise,Zone 17: invalid sensor value
2026-02-25T11:19:09.147999,18,invalidSensor,raise,Zone 18: invalid sensor value
2026-02-25T11:19:12.160354,19,invalidSensor,raise,Zone 19: invalid sensor value
2026-02-25T11:19:14.483002,20,invalidSensor,raise,Zone 20: invalid sensor value
2026-02-25T11:19:16.290727,19,stale,raise,Zone 19: stale data
2026-02-25T11:57:19.112311,1,stale,raise,Zone 1: stale data
2026-02-25T11:57:19.110407,1,offline,raise,Zone 1 is offline
2026-02-25T11:57:21.128167,1,stale,clear,Zone 1: stale data

2026-02-25T12:18:04.117750,1,offline,raise,Zone 1 is offline
2026-02-25T12:18:04.117750,1,stale,raise,Zone 1: stale data
2026-02-25T12:18:06.107737,1,stale,clear,Zone 1: stale data

2026-02-25T12:18:33.657970,1,stale,raise,Zone 1: stale data
2026-02-25T12:18:43.685600,1,stale,clear,Zone 1: stale data
2026-02-25T12:20:19.132277,1,stale,raise,Zone 1: stale data

2026-02-25T12:20:21.833258,1,stale,clear,Zone 1: stale data

2026-02-25T12:22:29.115118,1,stale,raise,Zone 1: stale data

2026-02-25T12:22:31.986884,1,stale,clear,Zone 1: stale data

2026-02-25T12:24:03.619743,1,stale,raise,Zone 1: stale data
2026-02-25T12:24:21.591687,1,stale,clear,Zone 1: stale data
2026-02-25T12:24:33.658707,1,stale,raise,Zone 1: stale data
2026-02-25T12:24:46.008994,1,stale,clear,Zone 1: stale data
2026-02-25T12:24:58.711649,1,stale,raise,Zone 1: stale data
2026-02-25T12:25:03.730013,1,stale,clear,Zone 1: stale data
2026-02-25T12:30:33.623159,1,stale,raise,Zone 1: stale data
2026-02-25T12:30:41.589263,1,stale,clear,Zone 1: stale data
2026-02-25T12:30:53.662749,1,stale,raise,Zone 1: stale data
2026-02-25T12:30:58.658080,1,stale,clear,Zone 1: stale data
2026-02-25T12:31:03.662409,1,stale,raise,Zone 1: stale data
2026-02-25T12:31:11.631453,1,stale,clear,Zone 1: stale data
2026-02-25T12:34:04.117900,1,stale,raise,Zone 1: stale data

2026-02-25T12:34:06.920619,1,stale,clear,Zone 1: stale data

2026-02-25T12:36:58.639679,1,stale,raise,Zone 1: stale data
2026-02-25T12:37:11.615735,1,stale,clear,Zone 1: stale data
2026-02-25T12:37:23.680391,1,stale,raise,Zone 1: stale data
2026-02-25T12:37:38.701367,1,stale,clear,Zone 1: stale data
2026-02-25T12:43:19.117102,1,stale,raise,Zone 1: stale data

2026-02-25T12:43:22.056676,1,stale,clear,Zone 1: stale data

2026-02-25T12:47:44.118635,1,offline,raise,Zone 1 is offline
2026-02-25T12:47:44.119764,1,stale,raise,Zone 1: stale data
2026-02-25T12:47:46.932326,1,stale,clear,Zone 1: stale data

2026-02-25T12:49:48.654345,1,stale,raise,Zone 1: stale data
2026-02-25T12:50:01.012004,1,stale,clear,Zone 1: stale data
2026-02-25T12:54:53.637516,1,stale,raise,Zone 1: stale data
2026-02-25T12:54:58.655112,1,stale,clear,Zone 1: stale data
2026-02-25T12:55:13.678865,1,stale,raise,Zone 1: stale data
2026-02-25T12:55:31.655083,1,stale,clear,Zone 1: stale data
2026-02-25T12:55:43.729583,1,stale,raise,Zone 1: stale data
2026-02-25T12:55:56.701463,1,stale,clear,Zone 1: stale data
2026-02-25T12:56:08.783157,1,stale,raise,Zone 1: stale data
2026-02-25T12:56:26.757347,1,stale,clear,Zone 1: stale data
2026-02-25T13:01:18.783075,1,stale,raise,Zone 1: stale data
2026-02-25T13:01:23.790119,1,stale,clear,Zone 1: stale data
2026-02-25T13:01:28.795547,1,stale,raise,Zone 1: stale data
2026-02-25T13:01:31.011407,1,stale,clear,Zone 1: stale data
2026-02-25T13:01:43.823927,1,stale,raise,Zone 1: stale data
2026-02-25T13:02:01.788711,1,stale,clear,Zone 1: stale data
2026-02-25T13:02:13.853677,1,stale,raise,Zone 1: stale data
2026-02-25T13:02:17.858904,1,stale,clear,Zone 1: stale data
2026-02-25T13:03:04.518515,1,offline,raise,Zone 1 is offline
2026-02-25T13:03:09.126436,1,stale,raise,Zone 1: stale data
2026-02-25T13:03:17.950075,1,stale,clear,Zone 1: stale data

2026-02-25T13:04:44.109756,1,stale,raise,Zone 1: stale data

2026-02-25T13:04:51.035836,1,stale,clear,Zone 1: stale data

2026-02-25T13:05:09.113736,1,stale,raise,Zone 1: stale data

2026-02-25T13:05:11.728318,1,offline,clear,Zone 1 is offline
2026-02-25T13:05:29.123118,1,offline,raise,Zone 1 is offline
2026-02-25T13:05:36.757865,1,stale,clear,Zone 1: stale data

2026-02-25T13:05:53.854663,1,stale,raise,Zone 1: stale data
2026-02-25T13:06:01.834213,1,stale,clear,Zone 1: stale data
2026-02-25T13:07:04.116378,1,offline,raise,Zone 1 is offline
2026-02-25T13:07:04.116894,1,stale,raise,Zone 1: stale data
2026-02-25T13:07:12.010586,1,stale,clear,Zone 1: stale data

2026-02-25T13:08:47.160194,1,stale,raise,Zone 1: stale data

2026-02-25T13:10:16.002935,1,stale,clear,Zone 1: stale data

2026-02-25T13:10:34.130876,1,offline,raise,Zone 1 is offline
2026-02-25T13:10:36.868754,1,offline,clear,Zone 1 is offline
2026-02-25T13:10:36.868754,1,stale,clear,Zone 1: stale data
2026-02-26T12:51:23.061397,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-02-26T12:51:30.109927,1,offline,clear,Zone 1 is offline
2026-02-26T12:51:35.109074,1,offline,raise,Zone 1 is offline
2026-02-26T12:52:10.137083,1,offline,clear,Zone 1 is offline
2026-02-26T12:52:15.148237,1,offline,raise,Zone 1 is offline
2026-02-26T12:52:18.104860,1,offline,clear,Zone 1 is offline
2026-02-26T12:52:23.041400,1,offline,raise,Zone 1 is offline
2026-02-26T13:47:08.491952,1,stale,raise,Zone 1: stale data

lid sensor value
2026-02-26T13:47:13.486640,1,offline,clear,Zone 1 is offline
2026-02-26T13:47:21.261945,1,offline,raise,Zone 1 is offline
2026-02-26T13:49:54.459958,1,stale,clear,Zone 1: stale data
2026-02-26T13:49:58.465132,1,stale,raise,Zone 1: stale data

2026-02-26T13:50:06.565107,1,offline,raise,Zone 1 is offline
2026-02-26T13:50:09.289596,1,offline,clear,Zone 1 is offline
2026-02-26T13:50:20.258727,1,offline,raise,Zone 1 is offline
2026-02-26T13:50:25.321900,1,stale,clear,Zone 1: stale data
2026-02-26T13:50:30.324944,1,stale,raise,Zone 1: stale data
2026-02-26T13:50:45.356319,1,offline,clear,Zone 1 is offline
2026-02-26T13:51:05.374473,1,offline,raise,Zone 1 is offline
2026-02-26T13:51:10.373892,1,stale,clear,Zone 1: stale data
2026-02-26T13:51:15.379670,1,stale,raise,Zone 1: stale data
2026-02-26T13:51:23.465432,1,offline,clear,Zone 1 is offline
2026-02-26T13:51:30.393731,1,offline,raise,Zone 1 is offline
2026-02-26T13:51:35.388518,1,stale,clear,Zone 1: stale data
2026-02-26T13:51:44.360540,1,stale,raise,Zone 1: stale data

2026-02-26T13:51:48.459062,1,offline,raise,Zone 1 is offline
2026-02-26T13:52:35.479190,1,offline,clear,Zone 1 is offline
2026-02-26T13:52:43.464867,1,offline,raise,Zone 1 is offline
2026-02-26T13:52:50.496481,1,offline,clear,Zone 1 is offline
2026-02-26T13:52:55.497653,1,offline,raise,Zone 1 is offline
2026-02-26T13:53:25.523097,1,offline,clear,Zone 1 is offline
2026-02-26T13:53:30.521293,1,offline,raise,Zone 1 is offline
2026-02-26T13:53:50.534743,1,offline,clear,Zone 1 is offline
2026-02-26T13:53:55.546653,1,offline,raise,Zone 1 is offline
2026-02-26T13:54:03.463350,1,stale,clear,Zone 1: stale data
2026-02-26T13:54:10.549436,1,stale,raise,Zone 1: stale data
2026-02-26T13:54:15.562117,1,offline,clear,Zone 1 is offline
2026-02-26T13:54:20.556496,1,offline,raise,Zone 1 is offline
2026-02-26T13:54:28.458749,1,stale,clear,Zone 1: stale data
2026-02-26T13:54:35.564168,1,stale,raise,Zone 1: stale data

2026-02-26T13:54:58.460517,1,offline,raise,Zone 1 is offline
2026-02-26T13:55:23.463391,1,offline,clear,Zone 1 is offline
2026-02-26T13:55:41.119417,1,offline,raise,Zone 1 is offline
2026-02-26T13:55:48.467980,1,stale,clear,Zone 1: stale data
2026-02-26T13:56:01.137208,1,stale,raise,Zone 1: stale data

2026-02-26T13:56:06.146832,1,offline,raise,Zone 1 is offline
2026-02-26T13:56:10.262841,1,stale,clear,Zone 1: stale data
2026-02-26T13:56:16.162588,1,stale,raise,Zone 1: stale data
2026-02-26T13:56:21.156091,1,offline,clear,Zone 1 is offline
2026-02-26T13:56:26.175883,1,stale,clear,Zone 1: stale data

2026-02-26T13:56:31.176391,1,offline,clear,Zone 1 is offline
2026-02-26T13:56:36.184593,1,stale,clear,Zone 1: stale data

2026-02-26T13:56:39.133507,1,stale,raise,Zone 1: stale data
2026-02-26T13:56:58.453274,1,offline,clear,Zone 1 is offline
2026-02-26T13:57:04.159655,1,stale,clear,Zone 1: stale data

2026-02-26T13:57:16.223057,1,offline,clear,Zone 1 is offline
2026-02-26T13:57:21.236458,1,offline,raise,Zone 1 is offline
2026-02-26T13:57:36.243667,1,offline,clear,Zone 1 is offline
2026-02-26T13:57:51.262557,1,offline,raise,Zone 1 is offline
2026-02-26T13:58:03.462120,1,offline,clear,Zone 1 is offline
2026-02-26T13:58:11.281567,1,offline,raise,Zone 1 is offline
2026-02-26T13:58:16.283837,1,stale,clear,Zone 1: stale data
2026-02-26T13:58:28.462977,1,stale,raise,Zone 1: stale data
2026-02-26T13:58:41.306396,1,offline,clear,Zone 1 is offline
2026-02-26T13:58:46.320151,1,offline,raise,Zone 1 is offline
2026-02-26T13:58:50.324283,1,offline,clear,Zone 1 is offline
2026-02-26T13:58:54.281265,1,offline,raise,Zone 1 is offline
2026-02-26T13:59:05.334770,1,offline,clear,Zone 1 is offline
2026-02-26T13:59:10.343548,1,offline,raise,Zone 1 is offline
2026-02-26T13:59:15.343968,1,stale,clear,Zone 1: stale data
2026-02-26T13:59:19.305212,1,stale,raise,Zone 1: stale data

2026-02-26T13:59:23.459661,1,offline,raise,Zone 1 is offline
2026-02-26T13:59:23.461378,1,stale,clear,Zone 1: stale data
2026-02-26T13:59:30.363266,1,stale,raise,Zone 1: stale data
2026-02-26T13:59:35.369160,1,offline,clear,Zone 1 is offline
2026-02-26T13:59:45.380493,1,offline,raise,Zone 1 is offline
2026-02-26T13:59:53.463772,1,offline,clear,Zone 1 is offline
2026-02-26T14:00:05.388363,1,offline,raise,Zone 1 is offline
2026-02-26T14:00:18.462865,1,offline,clear,Zone 1 is offline
2026-02-26T14:00:25.417834,1,stale,clear,Zone 1: stale data

2026-02-26T14:00:30.416340,1,stale,raise,Zone 1: stale data
2026-02-26T14:00:35.418227,1,offline,clear,Zone 1 is offline
2026-02-26T14:00:40.420282,1,offline,raise,Zone 1 is offline
2026-02-26T14:00:44.374472,1,offline,clear,Zone 1 is offline
2026-02-26T14:00:48.464296,1,stale,clear,Zone 1: stale data

2026-02-26T14:00:55.431401,1,stale,raise,Zone 1: stale data
2026-02-26T14:01:20.466118,1,offline,clear,Zone 1 is offline
2026-02-26T14:01:25.458545,1,offline,raise,Zone 1 is offline
2026-02-26T14:01:55.478252,1,offline,clear,Zone 1 is offline
2026-02-26T14:02:00.497537,1,offline,raise,Zone 1 is offline
2026-02-26T14:02:04.447132,1,offline,clear,Zone 1 is offline
2026-02-26T14:02:20.496527,1,stale,clear,Zone 1: stale data

2026-02-26T14:02:25.512283,1,stale,raise,Zone 1: stale data

2026-02-26T14:02:45.524260,1,offline,raise,Zone 1 is offline
2026-02-26T14:02:58.482876,1,offline,clear,Zone 1 is offline
2026-02-26T14:03:03.465295,1,offline,raise,Zone 1 is offline
2026-02-26T14:03:15.559170,1,offline,clear,Zone 1 is offline
2026-02-26T14:03:23.512082,1,offline,raise,Zone 1 is offline
2026-02-26T14:03:41.074497,1,offline,clear,Zone 1 is offline
2026-02-26T14:03:46.072232,1,offline,raise,Zone 1 is offline
2026-02-26T14:03:53.466822,1,offline,clear,Zone 1 is offline
2026-02-26T14:04:06.081375,1,offline,raise,Zone 1 is offline
2026-02-26T14:04:14.043631,1,offline,clear,Zone 1 is offline
2026-02-26T14:04:31.103419,1,offline,raise,Zone 1 is offline
2026-02-26T14:04:36.106781,1,offline,clear,Zone 1 is offline
2026-02-26T14:04:46.093516,1,offline,raise,Zone 1 is offline
2026-02-26T14:04:51.093220,1,offline,clear,Zone 1 is offline
2026-02-26T14:04:56.096463,1,offline,raise,Zone 1 is offline
2026-02-26T14:05:09.065986,1,stale,clear,Zone 1: stale data
2026-02-26T14:05:21.110211,1,stale,raise,Zone 1: stale data

2026-02-26T14:05:26.113683,1,offline,raise,Zone 1 is offline
2026-02-26T14:05:31.109998,1,stale,clear,Zone 1: stale data
2026-02-26T14:05:36.122806,1,stale,raise,Zone 1: stale data
2026-02-26T14:05:41.126189,1,offline,clear,Zone 1 is offline
2026-02-26T14:05:46.117478,1,offline,raise,Zone 1 is offline
2026-02-26T14:05:51.119414,1,offline,clear,Zone 1 is offline
2026-02-26T14:05:54.082552,1,offline,raise,Zone 1 is offline
2026-02-26T14:06:04.143295,1,offline,clear,Zone 1 is offline
2026-02-26T14:06:11.143398,1,offline,raise,Zone 1 is offline
2026-02-26T14:06:16.139424,1,stale,clear,Zone 1: stale data
2026-02-26T14:06:21.135845,1,stale,raise,Zone 1: stale data

2026-02-26T14:06:39.098089,1,offline,raise,Zone 1 is offline
2026-02-26T14:06:51.148834,1,offline,clear,Zone 1 is offline
2026-02-26T14:06:56.148905,1,stale,clear,Zone 1: stale data

2026-02-26T14:07:01.159860,1,stale,raise,Zone 1: stale data

2026-02-26T14:07:06.163786,1,offline,raise,Zone 1 is offline
2026-02-26T14:07:11.168602,1,stale,clear,Zone 1: stale data
2026-02-26T14:07:16.184974,1,stale,raise,Zone 1: stale data

2026-02-26T14:07:21.172146,1,offline,raise,Zone 1 is offline
2026-02-26T14:07:28.465161,1,offline,clear,Zone 1 is offline
2026-02-26T14:07:51.196530,1,offline,raise,Zone 1 is offline
2026-02-26T14:08:01.201710,1,offline,clear,Zone 1 is offline
2026-02-26T14:08:09.164059,1,offline,raise,Zone 1 is offline
2026-02-26T14:08:13.462441,1,offline,clear,Zone 1 is offline
2026-02-26T14:08:21.222798,1,stale,clear,Zone 1: stale data

2026-02-26T14:08:26.217780,1,stale,raise,Zone 1: stale data

2026-02-26T14:08:36.231829,1,offline,raise,Zone 1 is offline
2026-02-26T14:08:46.237344,1,offline,clear,Zone 1 is offline
2026-02-26T14:08:54.188302,1,stale,clear,Zone 1: stale data

2026-02-26T14:08:58.461650,1,stale,raise,Zone 1: stale data

2026-02-26T14:09:21.248377,1,stale,clear,Zone 1: stale data

2026-02-26T14:09:26.255086,1,stale,raise,Zone 1: stale data
2026-02-26T14:09:36.260435,1,offline,clear,Zone 1 is offline
2026-02-26T14:09:39.211479,1,offline,raise,Zone 1 is offline
2026-02-26T14:10:11.289915,1,offline,clear,Zone 1 is offline
2026-02-26T14:10:18.469358,1,offline,raise,Zone 1 is offline
2026-02-26T14:10:31.305265,1,offline,clear,Zone 1 is offline
2026-02-26T14:10:41.321445,1,offline,raise,Zone 1 is offline
2026-02-26T14:10:50.338908,1,offline,clear,Zone 1 is offline
2026-02-26T14:11:03.646272,1,offline,raise,Zone 1 is offline
2026-02-26T14:11:10.359523,1,offline,clear,Zone 1 is offline
2026-02-26T14:11:15.366110,1,offline,raise,Zone 1 is offline
2026-02-26T14:11:40.388659,1,offline,clear,Zone 1 is offline
2026-02-26T14:11:48.450321,1,stale,clear,Zone 1: stale data

2026-02-26T14:11:55.425110,1,stale,raise,Zone 1: stale data
2026-02-26T14:12:15.444581,1,stale,clear,Zone 1: stale data
2026-02-26T14:12:29.406027,1,stale,raise,Zone 1: stale data

2026-02-26T14:12:33.462072,1,offline,raise,Zone 1 is offline
2026-02-26T14:12:40.469345,1,stale,clear,Zone 1: stale data
2026-02-26T14:12:45.480103,1,stale,raise,Zone 1: stale data

2026-02-26T14:12:50.480725,1,offline,raise,Zone 1 is offline
2026-02-26T14:12:55.481846,1,offline,clear,Zone 1 is offline
2026-02-26T14:13:00.487758,1,stale,clear,Zone 1: stale data

2026-02-26T14:13:10.523988,1,stale,raise,Zone 1: stale data

2026-02-26T14:13:14.459192,1,offline,raise,Zone 1 is offline
2026-02-26T14:13:18.631402,1,offline,clear,Zone 1 is offline
2026-02-26T14:13:25.499412,1,offline,raise,Zone 1 is offline
2026-02-26T14:13:30.508807,1,offline,clear,Zone 1 is offline
2026-02-26T14:13:35.513905,1,offline,raise,Zone 1 is offline
2026-02-26T14:13:40.525096,1,offline,clear,Zone 1 is offline
2026-02-26T14:13:45.534597,1,offline,raise,Zone 1 is offline
2026-02-26T14:13:55.536319,1,offline,clear,Zone 1 is offline
2026-02-26T14:14:05.550556,1,offline,raise,Zone 1 is offline
2026-02-26T14:14:10.562606,1,offline,clear,Zone 1 is offline
2026-02-26T14:14:15.556536,1,offline,raise,Zone 1 is offline
2026-02-26T14:14:15.556536,1,stale,clear,Zone 1: stale data
